Year,Class,Event,Name,School,Mark,Tie
1999,A,Relay--1600m,,Landmark Christian,03:27.9,
1999,AA,Relay--1600m,,Decatur,03:22.2,
1999,AAA,Relay--1600m,,Burke Co.,03:21.8,
1999,AAAA,Relay--1600m,,Stephenson,03:15.2,
1999,A,Relay--400m,,Callaway,43.1,
1999,AA,Relay--400m,,Elbert Co.,42.75,
1999,AAA,Relay--400m,,Burke Co.,42.01,
1999,AAAA,Relay--400m,,Camden Co.,41.88,
1999,A,Shot Put,"Ward, Keno",Oglethorpe Co.,51-4.25,
1999,AA,Shot Put,"Tanner, Clint",Franklin Co.,57-4.5,
1999,AAA,Shot Put,"Jones, Floyd",Westover,54-5,
1999,AAAA,Shot Put,"Miller, Ray",McEachern,58-10.25,
1999,A,Triple Jump,"Williams, Travis",Pelham,47-5,
1999,AA,Triple Jump,"Green, Damarcus",Appling Co.,45-5.5,
1999,AAA,Triple Jump,"Houston, Reuben",Starr's Mill,46-9.25,
1999,AAAA,Triple Jump,"Butler, James",Bainbridge,47-7.5,
2000,A,100m Dash,"Hollings, Tony",Twiggs Co.,10.87,
2000,AA,100m Dash,"Holiday, Pedro",Pepperell,10.56,
2000,AAA,100m Dash,"Williams, John",Stone Mountain,10.7,
2000,AAAA,100m Dash,"Carroll, Ahmad","Douglass, Atlanta",10.41,
2000,A,110m High Hurdles,"Sam, P.K.",Buford,14.58,
2000,AA,110m High Hurdles,"Hughes, Donnie",Elbert Co.,14.46,
2000,AAA,110m High Hurdles,"Faulk, Dexter",Stone Mountain,14.46,
2000,AAAA,110m High Hurdles,"Walker, Joshua",Stephenson,14.04,
2000,A,1600m Run,"Rabbitt, Kyle",Landmark Christian,04:25.8,
2000,AA,1600m Run,"Ege, Gedamu",Grady,04:25.3,
2000,AAA,1600m Run,"Taylor, Landon",Northwest Whitfield,04:30.6,
2000,AAAA,1600m Run,"Thorne, Joe","Lakeside, Dekalb",04:15.5,
2000,A,200m Dash,"Presley, Chris",Darlington,21.97,
2000,AA,200m Dash,"Arnold, William",Crim,21.97,
2000,AAA,200m Dash,"Williams, John",Stone Mountain,21.52,
2000,AAAA,200m Dash,"Hill, Brandon",Mays,21.15,
2000,A,300m Int. Hurdles,"Sam, P.K.",Buford,39.43,
2000,AA,300m Int. Hurdles,"Hughes, Donnie",Elbert Co.,38.33,
2000,AAA,300m Int. Hurdles,"Reeves, Daryl",Richmond Aca.,37.86,
2000,AAAA,300m Int. Hurdles,"Walker, Jonathan",Dunwoody,37.41,
2000,A,3200m Run,"Koshiba, Nathan",Landmark Christian,09:46.9,
2000,AA,3200m Run,"Ege, Gedamu",Grady,09:40.0,
2000,AAA,3200m Run,"Taylor, Landon",Northwest Whitfield,10:00.2,
2000,AAAA,3200m Run,"Dickinson, Ian",Milton,09:21.7,
2000,A,400m Dash,"Presley, Chris",Darlington,49.36,
2000,AA,400m Dash,"Foster, Shawn",East Hall,48.71,
2000,AAA,400m Dash,"Prince, Alex",North Springs,47.92,
2000,AAAA,400m Dash,"Fortenberry, Jonathan",Marietta,47.76,
2000,A,800m Run,"Galloway, Westin",Galloway,01:58.7,
2000,AA,800m Run,"Moore, Jonathan",Grady,01:59.0,
2000,AAA,800m Run,"Clay, Reggie",Columbus,01:59.5,
2000,AAAA,800m Run,"Dunning, Marcelo",Campbell,01:51.8,
2000,A,Discus,"Dunkleberger, Jake",Lovett,148-3,
2000,AA,Discus,"Biggins, Tyler",Washington Co.,175-2,
2000,AAA,Discus,"Quarterman, Custrvia",Westover,160-0,
2000,AAAA,Discus,"Higgins, Gary",Lovejoy,159-4,
2000,A,High Jump,"Williams, George",Wilcox Co.,4-Jun,
2000,AA,High Jump,"Johnson, Arkier",Jefferson Co.,6-Jun,
2000,AAA,High Jump,"Wilcher, Davon",Dublin,8-Jun,
2000,AAAA,High Jump,"Alexander, Pete",Cass,10-Jun,
2000,A,Long Jump,"Hollings, Tony",Twiggs Co.,22-9.5,
2000,AA,Long Jump,"Smith, Joshua",Crim,22-1.75,
2000,AAA,Long Jump,"Thomas, Lee",Shaw,24-9.5,
2000,AAAA,Long Jump,"Huey, Terrance",Marietta,24-6.25,
2000,A,Pole Vault,"Quint, Eric",Landmark Christian,13-6,
2000,AA,Pole Vault,"Smith, Brad",Franklin Co.,14-6,
2000,AAA,Pole Vault,"Harvey, Stephen",Sandy Creek,13-0,
2000,AAAA,Pole Vault,"Sheilds, David",Duluth,14-0,
2000,A,Relay--1600m,,Landmark Christian,03:25.8,
2000,AA,Relay--1600m,,Crim,03:21.3,
2000,AAA,Relay--1600m,,Towers,03:20.4,
2000,AAAA,Relay--1600m,,Stephenson,03:20.4,
2000,A,Relay--400m,,Callaway,39.43,
2000,AA,Relay--400m,,Crim,38.33,
2000,AAA,Relay--400m,,Troup,42.17,
2000,AAAA,Relay--400m,,Mays,41.43,
2000,A,Shot Put,"Blasingame, Brandon",Crawford Co.,51-9.75,
2000,AA,Shot Put,"Thomas, Jeremy",Loganville,57-3.75,
2000,AAA,Shot Put,"Quarterman, Custrvia",Westover,56-6,
2000,AAAA,Shot Put,"Rutledge, Richard",Northside,54-9.25,
2000,A,Triple Jump,"Rockmore, Brady",Landmark Christian,44-11.75,
2000,AA,Triple Jump,"Smaples, Jason",Swainsboro,46-3.75,
2000,AAA,Triple Jump,"Thomas, Lee",Shaw,48-1.75,
2000,AAAA,Triple Jump,"Borders, Adrian",Berkmar,48-6.5,
2001,A,100m Dash,"Powell, Pedro",Hawkinsville,11.04,
2001,AA,100m Dash,"Curtis, Lendl",Model,10.84,
2001,AAA,100m Dash,"Holiday, Pedro",Pepperell,10.49,
2001,AAAA,100m Dash,"Lee, Eugene",Butler,10.66,
2001,AAAAA,100m Dash,"Carroll, Ahmad","Douglass, Atlanta",10.49,
2001,A,110m High Hurdles,"Holmes, Kalonji",Claxton,14.51,
2001,AA,110m High Hurdles,"Daniels, Sergio",Crim,14.98,
2001,AAA,110m High Hurdles,"Taylor, Marnezs",Perry,14.21,
2001,AAAA,110m High Hurdles,"Faulk, Dexter",Stone Mountain,14.04,
2001,AAAAA,110m High Hurdles,"Walker, Joshua",Stephenson,14.06,
2001,A,1600m Run,"Rivers, Clark",Landmark Christian,04:31.7,
2001,AA,1600m Run,"Florence, Aubrey",Decatur,04:33.3,
2001,AAA,1600m Run,"Mahoney, Blake",North Forsyth,04:22.5,
2001,AAAA,1600m Run,"Taylor, Landon",Northwest Whitfield,04:26.8,
2001,AAAAA,1600m Run,"Thorne, Joe","Lakeside, Dekalb",04:12.5,
2001,A,200m Dash,"Brown, Antonio",Clinch Co.,22.37,
2001,AA,200m Dash,"Dawson, Jermaine",Brooks Co.,22.04,
2001,AAA,200m Dash,"Holiday, Pedro",Pepperell,21.44,
2001,AAAA,200m Dash,"Finley, Marco",Troup,21.59,
2001,AAAAA,200m Dash,"Grant, Michael",South Gwinnett,21.76,
2001,A,300m Int. Hurdles,"McNeil, Toney",Pelham,39.07,
2001,AA,300m Int. Hurdles,"Daniels, Sergio",Crim,38.18,
2001,AAA,300m Int. Hurdles,"O'Neal, D.A.",Carrollton,38.81,
2001,AAAA,300m Int. Hurdles,"Goodard, Xavier",Cedar Shoals,38.62,
2001,AAAAA,300m Int. Hurdles,"Walker, Joshua",Stephenson,37.89,
2001,A,3200m Run,"Rivers, Clark",Landmark Christian,10:00.2,
2001,AA,3200m Run,"Florence, Aubrey",Decatur,10:03.9,
2001,AAA,3200m Run,"Stein, Matt",Chamblee,09:58.6,
2001,AAAA,3200m Run,"Cowan, Nic",Alexander,09:40.8,
2001,AAAAA,3200m Run,"Thorne, Joe","Lakeside, Dekalb",09:06.1,
2001,A,400m Dash,"Morris, Tim",Whitefield Aca.,49.81,
2001,AA,400m Dash,"Allen, Jermaine",Americus,47.36,
2001,AAA,400m Dash,"Jordan, Cedric",Southside,48.61,
2001,AAAA,400m Dash,"Almond, Rodney",Cedar Shoals,47.23,
2001,AAAAA,400m Dash,"Fortenberry, Jonathan",Marietta,01:55.8,
2001,A,800m Run,"Galloway, Westin",Galloway,01:59.9,
2001,AA,800m Run,"Moore, Jonathan",Grady,01:58.9,
2001,AAA,800m Run,"Whitaker, Island",Westover,01:56.8,
2001,AAAA,800m Run,"McCray, Brandon",Mays,01:59.8,
2001,AAAAA,800m Run,"Fortenberry, Jonathan",Marietta,01:55.8,
2001,A,Discus,"Robinson, Mixon",Athens Aca.,152-4,
2001,AA,Discus,"Mercier, Antonio",Washington-Wilkes,144-3,
2001,AAA,Discus,"Quarterman, Custrvia",Westover,185-5,
2001,AAAA,Discus,"Verdun, Danny",Thomson,149-8,
2001,AAAAA,Discus,"McClendon, Chad",Roswell,171-6,
2001,A,High Jump,"Mays, Greg",Gordon Lee,6-Jun,
2001,AA,High Jump,"Nicely, Kenny",White Co.,8-Jun,
2001,AAA,High Jump,"Johnson, Arkier",Jefferson Co.,8-Jun,
2001,AAAA,High Jump,"Sewell, Joe",Cedar Shoals,8-Jun,
2001,AAAAA,High Jump,"Miliner, Kellen",Warner Robins,10-Jun,
2001,A,Long Jump,"Stokes, Rick",Lincoln Co.,22-4.25,
2001,AA,Long Jump,"Daniels, Sergio",Crim,22-3,
2001,AAA,Long Jump,"Samples, Jason",Swainsboro,22-1.75,
2001,AAAA,Long Jump,"Kitchens, George",Glenn Hills,23-11.75,
2001,AAAAA,Long Jump,"Tinsley, Derrick",Marietta,23-0,
2001,A,Pole Vault,"Register, Joseph",Landmark Christian,13-0,
2001,AA,Pole Vault,"Fuller, Weston",White Co.,6-Dec,
2001,AAA,Pole Vault,"Smith, Brad",Franklin Co.,15-7,
2001,AAAA,Pole Vault,"Starr, Adam",Cairo,6-Dec,
2001,AAAAA,Pole Vault,"Hissam, Ed",Benedictine,15-6,
2001,A,Relay--1600m,,Claxton,03:27.0,
2001,AA,Relay--1600m,,Americus,03:22.9,
2001,AAA,Relay--1600m,,Carrollton,03:20.2,
2001,AAAA,Relay--1600m,,Mays,03:18.8,
2001,AAAAA,Relay--1600m,,Stephenson,03:19.6,
2001,A,Relay--400m,,Hawkinsville,43.11,
2001,AA,Relay--400m,,Washington-Wilkes,42.83,
2001,AAA,Relay--400m,,Banneker,41.92,
2001,AAAA,Relay--400m,,Mays,41.66,
2001,AAAAA,Relay--400m,,Marietta,41.63,
2001,A,Shot Put,"Gary, Casey",Commerce,52-3.5,
2001,AA,Shot Put,"Elmore, Marquis",Charlton Co.,53-6.25,
2001,AAA,Shot Put,"Quarterman, Custrvia",Westover,60-8.5,
2001,AAAA,Shot Put,"Burton, Andrew",Thomson,54-3.25,
2001,AAAAA,Shot Put,"Huber, John","Mt. Zion, Jonesboro",54-11.5,
2001,A,Triple Jump,"Rockmore, Brady",Landmark Christian,46-1,
2001,AA,Triple Jump,"Hutcherson, Daniel",Albany,47-10.25,
2001,AAA,Triple Jump,"Samples, Jason",Swainsboro,47-0.25,
2001,AAAA,Triple Jump,"Williams, Antarious",Shaw,45-9.5,
2001,AAAAA,Triple Jump,"Houston, Reuben",Starr's Mill,47-9.5,
2002,A,100m Dash,"Powell, Pedro",Hawkinsville,10.75,
2002,AA,100m Dash,"Hill, Gerald",Crim,11.03,
2002,AAA,100m Dash,"Harmon, Dantavius",Jefferson Co.,11.05,Tie
2002,AAA,100m Dash,"Johnson, Derell",Carrollton,11.05,Tie
2002,AAAA,100m Dash,"Green, Willie",Butler,10.84,
2002,AAAAA,100m Dash,"O'Neil, Kenneth",Benedictine,10.81,
2002,A,110m High Hurdles,"Holmes, Kalonji",Claxton,14.72,
2002,AA,110m High Hurdles,"Felix, Quincey",Washington-Wilkes,14.77,
2002,AAA,110m High Hurdles,"Boykin, Derek",Carrollton,14.54,
2002,AAAA,110m High Hurdles,"Faulk, Dexter",Stone Mountain,13.85,
2002,AAAAA,110m High Hurdles,"Cheney, Roy",Evans,14.23,
2002,A,1600m Run,"Rivers, Clark",Landmark Christian,03:32.3,
2002,AA,1600m Run,"Godleski, Luke",Greater Atlanta Christian,04:30.1,
2002,AAA,1600m Run,"Downey, Stephen",Westminster,04:21.0,
2002,AAAA,1600m Run,"Herron, David",Rome,04:23.1,
2002,AAAAA,1600m Run,"Thorne, Joe","Lakeside, Dekalb",04:14.6,
2002,A,200m Dash,"Powell, Pedro",Hawkinsville,21.85,
2002,AA,200m Dash,"Wylie, Kenderous",Washington-Wilkes,22.67,
2002,AAA,200m Dash,"Hines, Trey",Hiram,22.11,
2002,AAAA,200m Dash,"Faulk, Dexter",Stone Mountain,21.55,
2002,AAAAA,200m Dash,"Witherspoon, Reggie",Wheeler,21.9,
2002,A,300m Int. Hurdles,"McNeil, Toney",Pelham,39,
2002,AA,300m Int. Hurdles,"Daniels, Sergio",Crim,38.82,
2002,AAA,300m Int. Hurdles,"Malone, Jimmy",Gainesville,39.18,
2002,AAAA,300m Int. Hurdles,"Browhow, Jason",Central Gwinnett,37.75,
2002,AAAAA,300m Int. Hurdles,"Cheney, Roy",Evans,36.91,
2002,A,3200m Run,"Fertitta, Blake",Landmark Christian,09:51.3,
2002,AA,3200m Run,"Womack, Brett",Cartersville,09:48.1,
2002,AAA,3200m Run,"Krichko, Ben",Winder-Barrow,09:47.3,
2002,AAAA,3200m Run,"Herron, David",Rome,09:30.1,
2002,AAAAA,3200m Run,"Thorne, Joe","Lakeside, Dekalb",09:10.7,
2002,A,400m Dash,"Moore, Demeatrick",Claxton,49.44,
2002,AA,400m Dash,"Owens, Robert",Grady,50.17,
2002,AAA,400m Dash,"Johnson, Jeremy",Northeast,01:54.5,
2002,AAAA,400m Dash,"Almond, Rodney",Cedar Shoals,47.86,
2002,AAAAA,400m Dash,"Witherspoon, Reggie",Wheeler,47.58,
2002,A,800m Run,"Galloway, Westin",Galloway,01:58.1,
2002,AA,800m Run,"Godleski, Luke",Greater Atlanta Christian,01:59.2,
2002,AAA,800m Run,"Downey, Stephen",Westminster,01:54.5,
2002,AAAA,800m Run,"Williams, Robert",North Atlanta,01:58.6,
2002,AAAAA,800m Run,"Fassinger, Dan",Brookwood,01:56.7,
2002,A,Discus,"Evans, Adam",Athens Aca.,146-6,
2002,AA,Discus,"Dibois, Zach",Bleckley Co.,161-5,
2002,AAA,Discus,"Dunkleberger, Jake",Lovett,174-10,
2002,AAAA,Discus,"Strickland, Casey",Gordon Central,152-6,
2002,AAAAA,Discus,"Turnipseed, James",Griffin,164-7,
2002,A,High Jump,"Mays, Greg",Gordon Lee,8-Jun,
2002,AA,High Jump,"Jackson, George",Tri-County,8-Jun,
2002,AAA,High Jump,"Parks, Rashaad",Monroe Area,8-Jun,
2002,AAAA,High Jump,"Hines, Gary",Pebblebrook,10-Jun,
2002,AAAAA,High Jump,"Ingram, Pierre",Stockbridge,10-Jun,
2002,A,Long Jump,"Wiley, Courtney",Jefferson,22-8.25,
2002,AA,Long Jump,"Curry, Lee",East Laurens,23-2.5,
2002,AAA,Long Jump,"Jones, Justin",Carrollton,23-9.5,
2002,AAAA,Long Jump,"Jones, Richard",Cedar Grove,24-7.75,
2002,AAAAA,Long Jump,"Campbell, Tim",Bradwell Inst.,23-0.5,
2002,A,Pole Vault,"Swords, Brandon",Pelham,13-0,
2002,AA,Pole Vault,"Bowers, Dillon",Morgan Co.,6-Dec,
2002,AAA,Pole Vault,"Hartness, John Scott",Franklin Co.,14-0,
2002,AAAA,Pole Vault,"Cheek, Josh",Oconee Co.,14-1,
2002,AAAAA,Pole Vault,"Saasser, Chase",Brookwood,14-0,
2002,A,Relay--1600m,,Claxton,03:25.6,
2002,AA,Relay--1600m,,Cartersville,03:24.2,
2002,AAA,Relay--1600m,,Carrollton,03:18.8,
2002,AAAA,Relay--1600m,,Mays,03:19.2,
2002,AAAAA,Relay--1600m,,Southwest Dekalb,03:17.3,
2002,A,Relay--400m,,Claxton,43.27,
2002,AA,Relay--400m,,Washington-Wilkes,42.66,
2002,AAA,Relay--400m,,Carrollton,42.03,
2002,AAAA,Relay--400m,,Shaw,42.03,
2002,AAAAA,Relay--400m,,Stephenson,41.84,
2002,A,Shot Put,"Pyle, Mac",Adairsville,52-7.5,
2002,AA,Shot Put,"Cook, Richard",Washington-Wilkes,51-3.25,
2002,AAA,Shot Put,"Quarterman, Kurt",Westover,63-0.75,
2002,AAAA,Shot Put,"Moniel, Marcus",Cedar Grove,54-11,
2002,AAAAA,Shot Put,"Harp, Justin",Lassiter,56-4.75,
2002,A,Triple Jump,"Rockmore, Brady",Landmark Christian,47-3,
2002,AA,Triple Jump,"Curry, Lee",East Laurens,46-4,
2002,AAA,Triple Jump,"Sanni-Osomo, Olaolu",LaGrange,47-5,
2002,AAAA,Triple Jump,"Daniels, Quincy",Thomson,47-0.5,
2002,AAAAA,Triple Jump,"Bell, Jason",Northside,48-10.75,
2003,A,100m Dash,"Cooper, Kendall",Jenkins Co.,11.33,
2003,AA,100m Dash,"Gates, Dwight",Pike Co.,10.94,
2003,AAA,100m Dash,"Rowe, Stan",Carrollton,10.65,
2003,AAAA,100m Dash,"Rush, Eddie",Sandy Creek,10.92,
2003,AAAAA,100m Dash,"Grant, Michael",Stephenson,10.57,
2003,A,110m High Hurdles,"Flournoy, Corey",Warren Co.,15.15,
2003,AA,110m High Hurdles,"Holmes, Kalonji",Claxton,14.47,
2003,AAA,110m High Hurdles,"Boykin, Derek",Carrollton,14.31,
2003,AAAA,110m High Hurdles,"Akins, Tyron",Bainbridge,14.57,
2003,AAAAA,110m High Hurdles,"Merritt, Aries",Wheeler,14.08,
2003,A,1600m Run,"Fertitta, Blake",Landmark Christian,04:35.9,Tie
2003,A,1600m Run,"Hubbard, Alex",Tallulah Falls,04:35.9,Tie
2003,AA,1600m Run,"Stephens, Nick",Grady,04:33.4,
2003,AAA,1600m Run,"Slick, Charles",Lovett,04:29.2,
2003,AAAA,1600m Run,"Herron, David",Rome,04:17.5,
2003,AAAAA,1600m Run,"Albrecht, Eric","Lakeside, Dekalb",04:18.0,
2003,A,200m Dash,"Cooper, Kendall",Jenkins Co.,22.53,
2003,AA,200m Dash,"Gates, Dwight",Pike Co.,21.88,
2003,AAA,200m Dash,"Rowe, Stan",Carrollton,21.67,
2003,AAAA,200m Dash,"Acker, Darius",Westlake,21.84,
2003,AAAAA,200m Dash,"Grant, Michael",Stephenson,21.23,
2003,A,300m Int. Hurdles,"Hill, Sean",Landmark Christian,39.54,
2003,AA,300m Int. Hurdles,"Holmes, Kalonji",Claxton,39.19,
2003,AAA,300m Int. Hurdles,"O'Neal, D.A.",Carrollton,37.97,
2003,AAAA,300m Int. Hurdles,"Brown, Desmond",Westlake,38.25,
2003,AAAAA,300m Int. Hurdles,"Burton, Jeremy",Stephenson,36.73,
2003,A,3200m Run,"Fertitta, Blake",Landmark Christian,10:07.8,
2003,AA,3200m Run,"Gillespie, Sam",Decatur,09:54.8,
2003,AAA,3200m Run,"Slick, Charles",Lovett,09:46.5,
2003,AAAA,3200m Run,"Herron, David",Rome,09:17.8,
2003,AAAAA,3200m Run,"Dickhaus, Charlie",Walton,09:24.7,
2003,A,400m Dash,"Lake, Joshua",Jenkins Co.,49.91,
2003,AA,400m Dash,"Moore, Demeatrick",Claxton,49.25,
2003,AAA,400m Dash,"Bostick, Japorie",Dublin,48.81,
2003,AAAA,400m Dash,"Acker, Darius",Westlake,47.63,
2003,AAAAA,400m Dash,"Goodman, Demiko",Newnan,47.26,
2003,A,800m Run,"Morris, Sean",Brookstone,02:01.0,
2003,AA,800m Run,"Duvall, Cristan",Wesleyan,02:00.1,Tie
2003,AA,800m Run,"Stephens, Brandon",Decatur,02:00.1,Tie
2003,AAA,800m Run,"Cameron, Deandre",Liberty Co.,01:57.0,
2003,AAAA,800m Run,"Woods, Christopher",Mays,01:54.3,
2003,AAAAA,800m Run,"Prince, Damian",Southwest Dekalb,01:54.9,
2003,A,Discus,"Marvets, Jay",Brookstone,151-6,
2003,AA,Discus,"Dibois, Zach",Bleckley Co.,166-3,
2003,AAA,Discus,"Dunkleberger, Jake",Lovett,177-4,
2003,AAAA,Discus,"Turnipseed, James",Griffin,179-5,
2003,AAAAA,Discus,"Harp, Justin",Lassiter,169-0,
2003,A,High Jump,"Quiggle, Johnny",Jefferson,2-Jun,
2003,AA,High Jump,"Scott, Tarvis",Adairsville,6-Jun,
2003,AAA,High Jump,"Shoemake, Matt",Franklin Co.,10-Jun,
2003,AAAA,High Jump,"Hinton, Arthur",Cedar Shoals,11-Jun,
2003,AAAAA,High Jump,"Brunson, Drew",Shiloh,8-Jun,
2003,A,Long Jump,"Wiley, Courtney",Jefferson,22-6.25,
2003,AA,Long Jump,"Moore, Andrew",Grady,22-10,
2003,AAA,Long Jump,"Jones, Justin",Carrollton,22-5.5,
2003,AAAA,Long Jump,"Samuels, Aquavious",Jordan,23-10.75,
2003,AAAAA,Long Jump,"Jones, Richard",Cedar Grove,23-7.75,
2003,A,Pole Vault,"Register, Joseph",Landmark Christian,13-6,
2003,AA,Pole Vault,"Bowers, Dillon",Morgan Co.,13-9,
2003,AAA,Pole Vault,"Hartness, John Scott",Franklin Co.,14-6,
2003,AAAA,Pole Vault,"Kenner, Cody",Cedar Shoals,13-6,
2003,AAAAA,Pole Vault,"Sherer, Daniel",Cherokee,15-0,
2003,A,Relay--1600m,,Temple,03:26.1,
2003,AA,Relay--1600m,,Claxton,03:25.3,
2003,AAA,Relay--1600m,,Carrollton,03:18.6,
2003,AAAA,Relay--1600m,,Westlake,03:17.8,
2003,AAAAA,Relay--1600m,,"Douglass, Atlanta",03:15.9,
2003,A,Relay--400m,,Hawkinsville,43.37,
2003,AA,Relay--400m,,Buford,42.56,
2003,AAA,Relay--400m,,Carrollton,41.92,
2003,AAAA,Relay--400m,,Sandy Creek,41.79,
2003,AAAAA,Relay--400m,,Stephenson,40.94,
2003,A,Shot Put,"Kolokilagi, Amyrick",Atlanta International,49-5.75,
2003,AA,Shot Put,"Cook, Richard",Washington-Wilkes,53-4.25,
2003,AAA,Shot Put,"Dunkleberger, Jake",Lovett,59-5.25,
2003,AAAA,Shot Put,"Turnipseed, James",Griffin,54-10,
2003,AAAAA,Shot Put,"Harp, Justin",Lassiter,60-4.75,
2003,A,Triple Jump,"Lake, Joshua",Jenkins Co.,45-3.25,
2003,AA,Triple Jump,"Clark, Cam",Calhoun,45-9.5,
2003,AAA,Triple Jump,"Jones, Justin",Carrollton,47-9.25,
2003,AAAA,Triple Jump,"Evans, Lazaris",Mays,48-9.25,
2003,AAAAA,Triple Jump,"Bell, Jason","Northside, WR",47-5,
2004,A,100m Dash,"Harris, Cornelius",Treutlen,10.96,
2004,AA,100m Dash,"Hightower, Rodriquez",Crawford Co.,10.8,
2004,AAA,100m Dash,"Jones, Antwain",Mary Persons,10.83,
2004,AAAA,100m Dash,"Spurley, Alonzo",McNair,10.76,
2004,AAAAA,100m Dash,"Grant, Michael",Stephenson,10.71,
2004,A,110m High Hurdles,"Moorman, Robert",Johnson Co.,15.04,
2004,AA,110m High Hurdles,"Head, Amarcus",Jackson,15,
2004,AAA,110m High Hurdles,"Clark, Antony",Jefferson Co.,14.39,
2004,AAAA,110m High Hurdles,"Akins, Tyron",Bainbridge,14.021,
2004,AAAAA,110m High Hurdles,"Browhow, Jason",Central Gwinnett,14.14,
2004,A,1600m Run,"Bonn, Will",Landmark Christian,04:29.2,
2004,AA,1600m Run,"Grambling, Casey",Blessed Trinity,04:26.8,
2004,AAA,1600m Run,"Slick, Charles",Lovett,04:27.7,
2004,AAAA,1600m Run,"Rogers, Sean",Chapel Hill,04:28.6,
2004,AAAAA,1600m Run,"Miller, Ryley",South Gwinnett,04:19.2,
2004,A,200m Dash,"Ihenyen, Ehimen",Rabun Gap,22.14,
2004,AA,200m Dash,"Hightower, Rodriquez",Crawford Co.,22,
2004,AAA,200m Dash,"Jones, Antwain",Mary Persons,21.82,
2004,AAAA,200m Dash,"Spurley, Alonzo",McNair,21.76,
2004,AAAAA,200m Dash,"Goodman, Demiko",Newnan,21.34,
2004,A,300m Int. Hurdles,"Atkins, Shon",Pelham,39.92,
2004,AA,300m Int. Hurdles,"Miller, Vernon",Sumter Co.,39.33,
2004,AAA,300m Int. Hurdles,"Fuller, Weston",White Co.,38.16,
2004,AAAA,300m Int. Hurdles,"Akins, Tyron",Bainbridge,37.9,
2004,AAAAA,300m Int. Hurdles,"Prince, Damian",Southwest Dekalb,37.34,
2004,A,3200m Run,"Bonn, Will",Landmark Christian,09:38.2,
2004,AA,3200m Run,"Stephens, Nick",Grady,00:40.2,
2004,AAA,3200m Run,"Slick, Charles",Lovett,09:43.2,
2004,AAAA,3200m Run,"Raffety, James",Marist,09:43.1,
2004,AAAAA,3200m Run,"Miller, Ryley",South Gwinnett,09:27.8,
2004,A,400m Dash,"Lake, Joshua",Jenkins Co.,49.36,
2004,AA,400m Dash,"Brooks, Levi",Lamar Co.,49.78,
2004,AAA,400m Dash,"Manderville, Steve",Screven Co.,49.27,
2004,AAAA,400m Dash,"Hubbard, Jamil",Salem,47.56,
2004,AAAAA,400m Dash,"Goodman, Demiko",Newnan,46.81,
2004,A,800m Run,"Smith, Justin",Athens Aca.,02:00.1,
2004,AA,800m Run,"Stephens, Brandon",Decatur,01:59.3,
2004,AAA,800m Run,"Huff, Devon",Elbert Co.,01:57.1,
2004,AAAA,800m Run,"Woods, Christopher",Mays,01:54.8,
2004,AAAAA,800m Run,"Crawford, Omari",Southwest Dekalb,01:55.1,
2004,A,Discus,"Eason, Tommy",Commerce,150-5,
2004,AA,Discus,"Southerland, Brannon",Greater Atlanta Christian,176-6,
2004,AAA,Discus,"Ray, Corey",Dublin,155-1,
2004,AAAA,Discus,"Ramsey, Matt",Marist,177-5,
2004,AAAAA,Discus,"Lamar, Antonio",Brookwood,197-4,
2004,A,High Jump,"Clayton, Darien",Pelham,7-Jun,
2004,AA,High Jump,"Watson, Lashaun",Greenville,8-Jun,
2004,AAA,High Jump,"Heaton, Matt",Franklin Co.,6-Jun,
2004,AAAA,High Jump,"Baines, Herbie",Chapel Hill,10-Jun,
2004,AAAAA,High Jump,"Hanna, Chris",Wheeler,9-Jun,
2004,A,Long Jump,"Cooper, Kendall",Jenkins Co.,22-0.5,
2004,AA,Long Jump,"Montgomery, Rashad",Calhoun,22-6,
2004,AAA,Long Jump,"Bassett, O'Darine",Carrollton,23-11.25,
2004,AAAA,Long Jump,"Samuels, Aquavious",Jordan,23-8,
2004,AAAAA,Long Jump,"Oliver, Justin",Redan,23-8.5,
2004,A,Pole Vault,"Lewis, Adam",Landmark Christian,14-0,
2004,AA,Pole Vault,"Bowers, Dillon",Morgan Co.,14-0,
2004,AAA,Pole Vault,"Herndon, Casey",Franklin Co.,14-6,
2004,AAAA,Pole Vault,"Murphy, Casey",Marist,14-0,
2004,AAAAA,Pole Vault,"Scott, Jordan",Oconee Co.,15-0,
2004,A,Relay--1600m,,Calhoun Co.,03:26.7,
2004,AA,Relay--1600m,,"Carver, Atlanta",03:23.5,
2004,AAA,Relay--1600m,,"Monroe, Albany",03:19.7,
2004,AAAA,Relay--1600m,,Stone Mountain,03:16.9,
2004,AAAAA,Relay--1600m,,Redan,03:16.0,
2004,A,Relay--400m,,Jefferson,43.25,
2004,AA,Relay--400m,,Early Co.,42.81,
2004,AAA,Relay--400m,,Washington Co.,41.55,
2004,AAAA,Relay--400m,,Westlake,41.55,
2004,AAAAA,Relay--400m,,Redan,41.17,
2004,A,Shot Put,"Kolokilagi, Amyrick",Atlanta International,52-11.5,
2004,AA,Shot Put,"Davis, Ricardo",Brooks Co.,58-3,
2004,AAA,Shot Put,"Cox, Albert",Banneker,51-1.5,
2004,AAAA,Shot Put,"Ramsey, Matt",Marist,59-9,
2004,AAAAA,Shot Put,"Lamar, Antonio",Brookwood,56-4,
2004,A,Triple Jump,"Wiley, Stephen",Jefferson,46-4.25,
